0		0.0720768		3028.36
1		0.0720768		3028.36
2		0.0720768		3028.36
3		0.0720768		3028.36
4		0.0720768		3028.36
5		0.0720768		3028.36
6		0.0720768		3028.36
7		0.0720768		3028.36
8		0.0720768		3028.36
9		0.0720767		3028.36
10		0.0720767		3028.36
11		0.0720767		3028.36
12		0.0720767		3028.36
13		0.0720768		3028.36
14		0.0720769		3028.35
15		0.0720769		3028.35
16		0.072077		3028.35
17		0.072077		3028.35
18		0.0720771		3028.34
19		0.0720772		3028.34
20		0.0720772		3028.34
21		0.0720774		3028.33
22		0.0720774		3028.33
23		0.0720775		3028.33
24		0.0720775		3028.33
25		0.0722517		3021.03
26		0.0722517		3021.03
27		0.0722518		3021.02
28		0.0722519		3021.02
29		0.0722522		3021
30		0.0722523		3021
31		0.0722522		3021.01
32		0.072252		3021.01
