0		0.0720768		3028.36
1		0.0721932		3023.47
2		0.0719119		3035.3
3		0.0710781		3070.91
4		0.0734694		2970.96
5		0.071547		3050.78
6		0.0720699		3028.65
7		0.0703563		3102.41
8		0.0703677		3101.91
9		0.0714526		3054.81
10		0.0708856		3079.25
11		0.0725245		3009.66
12		0.0736735		2962.72
13		0.0752822		2899.41
14		0.076117		2867.61
15		0.0758847		2876.39
16		0.0743173		2937.06
17		0.0747067		2921.75
18		0.0756331		2885.96
19		0.0757016		2883.35
20		0.0752914		2899.06
21		0.0745176		2929.16
22		0.0742097		2941.32
23		0.0745068		2929.59
24		0.078037		2797.06
25		0.0774708		2817.5
26		0.0774246		2819.18
27		0.0811783		2688.82
28		0.0815776		2675.66
29		0.0770437		2833.12
30		0.0783997		2784.12
