0
0			6.52905e+06			1.80508e+08			3.51775e+07	
1			5.65843e+06			4.09746e+07			801686	
2			-457118			5.78105e+06			20815.4	
3			1.35593e+07			-2.60163e+07			845658	
4			3.20942e+07			-2.33156e+07			906743	
5			2.14514e+07			-3.17045e+07			883504	
6			-2.81152e+07			7.26588e+06			502067	
7			-2.11642e+07			-4.54545e+06			966754	
8			-4.70735e+07			-2.47815e+07			-3.33561e+06	
9			-6.59212e+07			-4.67204e+06			5.3493e+06	
10			-5.29075e+08			-5.06931e+08			-1.4185e+08	
11			3.37515e+08			-1.35075e+08			-2.10903e+08	
12			-2.2967e+08			6.34641e+07			-1.48736e+08	
13			1.03424e+08			8.05456e+07			4.77575e+07	
14			1.29956e+08			-3.09132e+06			2.57594e+07	
15			2.27267e+08			-2.55105e+06			4.31529e+07	
16			1.90077e+07			1.23579e+07			-4.86941e+07	
17			8.28679e+07			1.90767e+08			5.68777e+08	
18			1.94742e+06			-1.61038e+06			4.07911e+06	
19			3.32537e+07			-9.47466e+07			5.32791e+08	
20			3.26109e+06			1.52473e+06			1.18326e+06	
21			2.11729e+08			-3.10506e+08			5.02812e+07	
22			4.56872e+06			727343			-1.08033e+06	
23			3.27237e+07			2.42253e+07			-580325	
24			-4.38329e+07			9.51009e+07			1.3425e+07	
25			-1.36361e+08			-1.39998e+08			2.06337e+08	
26			-5.00056e+07			-3.07439e+07			1.85079e+08	
27			8.65778e+07			2.89475e+08			-2.45169e+08	
28			7.73078e+07			4.38502e+07			-6.85207e+07	
29			-1.92391e+07			2.9441e+07			1.82224e+07	
30			-2.79107e+06			7.62994e+07			2.60244e+08	
31			736065			1.44292e+06			1.07198e+06	
32			116096			296773			-886783	
33			2.23457e+06			3.24399e+06			-2.16947e+06	
34			821763			-699745			-1.50004e+07	
35			1.25116e+08			-1.09176e+07			1.47917e+08	
36			1.83834e+08			-1.07995e+07			-7.1103e+07	
37			1.06793e+08			1.09841e+08			-3.7773e+07	
