0
0			6.66699e+06			1.80323e+08			3.51826e+07	
1			5.65078e+06			4.09742e+07			810559	
2			-457124			5.78103e+06			20834.5	
3			1.35673e+07			-2.60171e+07			835291	
4			3.20925e+07			-2.33143e+07			905088	
5			2.14503e+07			-3.17037e+07			883304	
6			-2.81114e+07			7.28799e+06			497688	
7			-2.11636e+07			-4.54545e+06			966614	
8			-4.70664e+07			-2.47951e+07			-3.29019e+06	
9			-6.59134e+07			-4.67045e+06			5.34224e+06	
10			-4.49592e+08			-3.49461e+08			-3.4173e+08	
11			3.71572e+08			-1.01534e+08			-2.10302e+08	
12			-2.29356e+08			6.24766e+07			-1.48974e+08	
13			1.03677e+08			7.88254e+07			4.75087e+07	
14			1.29899e+08			-3.08354e+06			2.57261e+07	
15			2.29612e+08			-6.75625e+06			5.22503e+07	
16			1.89883e+07			1.2361e+07			-4.86907e+07	
17			6.70046e+07			1.9339e+08			5.43651e+08	
18			1.94742e+06			-1.61038e+06			4.07909e+06	
19			3.68114e+07			-9.83984e+07			5.17144e+08	
20			3.26108e+06			1.52472e+06			1.18325e+06	
21			2.09726e+08			-3.09338e+08			4.86667e+07	
22			4.56871e+06			727338			-1.08033e+06	
23			3.27228e+07			2.42436e+07			-558218	
24			-4.38358e+07			9.50625e+07			1.34157e+07	
25			-1.36588e+08			-1.33829e+08			2.00956e+08	
26			-5.0144e+07			-3.0963e+07			1.84947e+08	
27			9.25569e+07			2.90189e+08			-2.50683e+08	
28			7.72789e+07			4.38658e+07			-6.84463e+07	
29			-1.92427e+07			2.94467e+07			1.8225e+07	
30			-4.38493e+06			7.6507e+07			2.58797e+08	
31			736065			1.44292e+06			1.07198e+06	
32			115998			296748			-886716	
33			2.23457e+06			3.24398e+06			-2.16946e+06	
34			821198			-699537			-1.50008e+07	
35			1.25056e+08			-1.10668e+07			1.47612e+08	
36			1.83742e+08			-1.09564e+07			-7.10447e+07	
37			1.06417e+08			1.09691e+08			-3.80922e+07	
38			6.07941e+06			2.56991e+06			-7.36682e+06	
39			-5.63804e+07			-5.40903e+07			-1.25415e+08	
40			14329.2			-500718			60058.9	
41			-1.71788e+08			-3.96619e+07			-8.29555e+07	
42			-1.86147e+07			8.8056e+07			6.63544e+06	
43			-4.63289e+07			-5.81147e+07			-1.27818e+08	
44			1.19664e+07			-1.97625e+08			-3.96119e+07	
45			797703			-1.53403e+06			253258	
46			-2.95652e+07			-8.20576e+06			1.68745e+07	
47			-1.22607e+08			-7.67512e+07			-5.32024e+07	
48			7.20139e+06			-2.89417e+07			-4.24699e+07	
49			-1.57335e+07			1.16434e+07			-1.68362e+07	
50			-1.01088e+07			-2.49632e+08			2.86639e+08	
51			608632			-3.58567e+06			-162932	
52			1.56084e+07			8.2759e+07			1.02847e+08	
53			44440.5			2.02628e+07			-4.14759e+07	
54			-3.0834e+07			3.16472e+07			-5.4668e+06	
55			-3.7557e+07			2.03867e+08			5.99715e+07	
56			4.78656e+06			8.39222e+06			-2.88152e+07	
57			1.15439e+07			-3.24292e+06			1.5828e+07	
58			195444			-3.90131e+06			-1.98338e+06	
59			1.48681e+08			-1.17316e+08			-1.38419e+08	
60			7.16165e+07			-1.12683e+08			5.42994e+07	
