0		0.0720768		3028.36
1		0.0722509		3021.06
2		0.072251		3021.06
3		0.072251		3021.05
4		0.0722511		3021.05
5		0.0722512		3021.05
6		0.071481		3053.6
7		0.071481		3053.6
8		0.0718006		3040.01
9		0.0719526		3033.58
10		0.0721932		3023.47
11		0.0716156		3047.86
12		0.0716156		3047.86
13		0.0716157		3047.86
14		0.0716157		3047.85
15		0.0716626		3045.86
16		0.0719321		3034.45
17		0.0716831		3044.99
18		0.0716831		3044.99
19		0.0719117		3035.31
20		0.0719119		3035.3
21		0.0719122		3035.29
22		0.0722107		3022.74
23		0.072211		3022.73
24		0.0722113		3022.72
25		0.0722717		3020.19
26		0.0722719		3020.18
27		0.0722721		3020.17
28		0.0717409		3042.53
29		0.0713137		3060.76
30		0.0710781		3070.91
31		0.0710782		3070.9
32		0.0711515		3067.74
33		0.0715003		3052.77
34		0.0721985		3023.25
35		0.0726473		3004.57
36		0.0726474		3004.57
37		0.073469		2970.97
38		0.0734691		2970.96
39		0.0734693		2970.96
40		0.0734694		2970.96
41		0.0734695		2970.95
42		0.0726849		3003.02
43		0.0725078		3010.35
44		0.0725079		3010.35
45		0.0727691		2999.55
46		0.0724763		3011.66
47		0.0715467		3050.79
48		0.0715468		3050.79
49		0.0715469		3050.78
50		0.071547		3050.78
51		0.0715471		3050.78
52		0.0718366		3038.48
53		0.0718367		3038.48
54		0.0718369		3038.47
55		0.0718371		3038.46
56		0.0718372		3038.46
57		0.0720692		3028.68
58		0.0720694		3028.67
59		0.0720697		3028.66
60		0.0720699		3028.65
61		0.0713113		3060.87
62		0.0706025		3091.59
63		0.0706026		3091.59
64		0.0706027		3091.58
65		0.0694219		3144.17
66		0.0694219		3144.17
67		0.069422		3144.17
68		0.0698535		3124.74
69		0.0698535		3124.74
70		0.0703563		3102.41
71		0.0703562		3102.41
72		0.0703562		3102.42
73		0.0696756		3132.72
74		0.0697446		3129.62
75		0.0703684		3101.88
76		0.0703683		3101.88
77		0.0703681		3101.89
78		0.070368		3101.9
79		0.0703678		3101.9
80		0.0703677		3101.91
81		0.0703675		3101.92
82		0.0703673		3101.92
83		0.0703672		3101.93
84		0.070367		3101.94
85		0.0703669		3101.94
86		0.0704839		3096.8
87		0.0704361		3098.9
88		0.0711959		3065.82
89		0.0707355		3085.78
90		0.0714526		3054.81
91		0.0710663		3071.41
92		0.0710661		3071.42
93		0.0710659		3071.43
94		0.0700902		3114.19
95		0.0701946		3109.56
96		0.0704415		3098.66
97		0.0713058		3061.1
98		0.0713057		3061.11
99		0.0713055		3061.11
100		0.0708856		3079.25
101		0.0718558		3037.67
102		0.0727236		3001.42
103		0.0727232		3001.44
104		0.0727229		3001.45
105		0.0727225		3001.47
106		0.0728253		2997.23
107		0.0728248		2997.25
108		0.0718317		3038.69
109		0.072525		3009.64
110		0.0725245		3009.66
111		0.0734203		2972.94
112		0.0724705		3011.9
113		0.07247		3011.93
114		0.0724694		3011.95
115		0.0724689		3011.97
116		0.0720651		3028.85
117		0.0727057		3002.16
118		0.0722337		3021.78
119		0.073674		2962.7
120		0.0736735		2962.72
121		0.073673		2962.74
122		0.0736725		2962.76
123		0.0741121		2945.19
124		0.0741115		2945.21
125		0.0742584		2939.39
126		0.0750327		2909.05
127		0.0752835		2899.36
128		0.0752831		2899.38
129		0.0752826		2899.4
130		0.0752821		2899.42
131		0.0756892		2883.82
132		0.0760015		2871.97
133		0.076001		2871.99
134		0.0761694		2865.64
135		0.0761689		2865.66
136		0.0761683		2865.68
137		0.0761188		2867.54
138		0.0761182		2867.57
139		0.0761176		2867.59
140		0.076117		2867.62
141		0.0761163		2867.64
142		0.0756912		2883.75
143		0.0756905		2883.77
144		0.0756898		2883.8
145		0.075521		2890.25
146		0.0755204		2890.27
147		0.0751608		2904.1
148		0.0748416		2916.48
149		0.074841		2916.5
150		0.0758847		2876.39
151		0.0765196		2852.53
152		0.0765188		2852.56
153		0.076518		2852.58
154		0.0765173		2852.61
155		0.0765165		2852.64
156		0.0759024		2875.72
157		0.0759017		2875.75
158		0.0759009		2875.78
159		0.075454		2892.81
160		0.0743173		2937.06
161		0.0743165		2937.09
162		0.0737697		2958.86
163		0.0737691		2958.89
164		0.0737685		2958.91
165		0.0737679		2958.93
166		0.0737673		2958.96
167		0.0737667		2958.98
168		0.0737661		2959
169		0.0747073		2921.72
170		0.0747067		2921.75
171		0.075197		2902.7
172		0.0751964		2902.72
173		0.0756381		2885.77
174		0.0756374		2885.8
175		0.0756367		2885.82
176		0.075636		2885.85
177		0.0756352		2885.88
178		0.0756345		2885.91
179		0.0756338		2885.93
180		0.0756331		2885.96
181		0.0756324		2885.99
182		0.0756316		2886.02
183		0.0756309		2886.04
184		0.0753651		2896.22
185		0.0753644		2896.25
186		0.0753638		2896.28
187		0.0749475		2912.36
188		0.0749469		2912.39
189		0.0754619		2892.51
190		0.0757016		2883.35
191		0.0757009		2883.38
192		0.0755755		2888.16
193		0.0752867		2899.24
194		0.0752859		2899.27
195		0.0752851		2899.3
196		0.0752843		2899.33
197		0.0752948		2898.93
